Attractor #,Associated Cell Fate,Steady State Probability,Cln3,MBF,SBF,Cln1-2,Cdh1,Swi5,Cdc20,Clb5-6,Sic1,Clb1-2,Mcm1,
2009,,5.8441e-11,1,1,1,1,1,0,1,1,0,0,0,
2010,,5.8523e-14,1,1,1,1,1,0,1,1,0,0,1,
2011,,2.7884e-15,1,1,1,1,1,0,1,1,0,1,0,
2012,,7.5321e-17,1,1,1,1,1,0,1,1,0,1,1,
2013,,8.2604e-13,1,1,1,1,1,0,1,1,1,0,0,
2014,,8.2678e-16,1,1,1,1,1,0,1,1,1,0,1,
2015,,5.8137e-18,1,1,1,1,1,0,1,1,1,1,0,
2016,,1.6636e-20,1,1,1,1,1,0,1,1,1,1,1,
2017,,3.7476e-12,1,1,1,1,1,1,0,0,0,0,0,
2018,,4.4709e-15,1,1,1,1,1,1,0,0,0,0,1,
2019,,6.2073e-17,1,1,1,1,1,1,0,0,0,1,0,
2020,,1.4635e-19,1,1,1,1,1,1,0,0,0,1,1,
2021,,6.2604e-09,1,1,1,1,1,1,0,0,1,0,0,
2022,,6.6513e-12,1,1,1,1,1,1,0,0,1,0,1,
2023,,9.1368e-15,1,1,1,1,1,1,0,0,1,1,0,
2024,,9.1672e-18,1,1,1,1,1,1,0,0,1,1,1,
2025,,5.8443e-11,1,1,1,1,1,1,0,1,0,0,0,
2026,,4.5633e-13,1,1,1,1,1,1,0,1,0,0,1,
2027,,2.7882e-15,1,1,1,1,1,1,0,1,0,1,0,
2028,,1.4689e-16,1,1,1,1,1,1,0,1,0,1,1,
2029,,1.322e-12,1,1,1,1,1,1,0,1,1,0,0,
2030,,3.4206e-13,1,1,1,1,1,1,0,1,1,0,1,
2031,,1.2014e-17,1,1,1,1,1,1,0,1,1,1,0,
2032,,1.5666e-17,1,1,1,1,1,1,0,1,1,1,1,
2033,,8.1423e-13,1,1,1,1,1,1,1,0,0,0,0,
2034,,3.8658e-17,1,1,1,1,1,1,1,0,0,0,1,
2035,,5.8194e-15,1,1,1,1,1,1,1,0,0,1,0,
2036,,5.0088e-18,1,1,1,1,1,1,1,0,0,1,1,
2037,,7.144e-10,1,1,1,1,1,1,1,0,1,0,0,
2038,,3.4209e-14,1,1,1,1,1,1,1,0,1,0,1,
2039,,3.256e-14,1,1,1,1,1,1,1,0,1,1,0,
2040,,1.9738e-18,1,1,1,1,1,1,1,0,1,1,1,
2041,,5.8479e-11,1,1,1,1,1,1,1,1,0,0,0,
2042,,3.1038e-15,1,1,1,1,1,1,1,1,0,0,1,
2043,,2.1888e-13,1,1,1,1,1,1,1,1,0,1,0,
2044,,3.0501e-14,1,1,1,1,1,1,1,1,0,1,1,
2045,,8.8745e-13,1,1,1,1,1,1,1,1,1,0,0,
2046,,4.0301e-16,1,1,1,1,1,1,1,1,1,0,1,
2047,,5.2243e-16,1,1,1,1,1,1,1,1,1,1,0,
2048,,1.7058e-16,1,1,1,1,1,1,1,1,1,1,1,
